Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2025-04-05 16:35:00+00:00,0.6487,0.6487,0.6487,0.6487,21.5,2025-04-05 16:39:59.999000+00:00,13.94705,1,21.5,13.94705
2025-04-05 16:40:00+00:00,0.6487,0.6487,0.6487,0.6487,0.0,2025-04-05 16:44:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 16:45:00+00:00,0.6487,0.6487,0.6487,0.6487,0.0,2025-04-05 16:49:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 16:50:00+00:00,0.6475,0.6475,0.6475,0.6475,2.7,2025-04-05 16:54:59.999000+00:00,1.74825,1,2.7,1.74825
2025-04-05 16:55:00+00:00,0.6475,0.6475,0.6475,0.6475,0.0,2025-04-05 16:59:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 17:00:00+00:00,0.6484,0.6484,0.6484,0.6484,38.5,2025-04-05 17:04:59.999000+00:00,24.9634,1,38.5,24.9634
2025-04-05 17:05:00+00:00,0.647,0.647,0.647,0.647,5.4,2025-04-05 17:09:59.999000+00:00,3.4938,1,0.0,0.0
2025-04-05 17:10:00+00:00,0.6488,0.6488,0.6488,0.6488,1.7,2025-04-05 17:14:59.999000+00:00,1.10296,1,0.0,0.0
2025-04-05 17:15:00+00:00,0.6495,0.6495,0.6495,0.6495,29.3,2025-04-05 17:19:59.999000+00:00,19.03035,1,0.0,0.0
2025-04-05 17:20:00+00:00,0.65,0.6519,0.65,0.6509,207.9,2025-04-05 17:24:59.999000+00:00,135.34469,7,73.6,47.97984
2025-04-05 17:25:00+00:00,0.651,0.651,0.6506,0.6506,28.8,2025-04-05 17:29:59.999000+00:00,18.74812,2,0.0,0.0
2025-04-05 17:30:00+00:00,0.6515,0.6528,0.6515,0.652,11.5,2025-04-05 17:34:59.999000+00:00,7.50293,3,7.6,4.96128
2025-04-05 17:35:00+00:00,0.652,0.652,0.652,0.652,0.0,2025-04-05 17:39:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 17:40:00+00:00,0.6512,0.6512,0.6512,0.6512,10982.2,2025-04-05 17:44:59.999000+00:00,7151.60864,3,10982.2,7151.60864
2025-04-05 17:45:00+00:00,0.6512,0.6512,0.6512,0.6512,0.0,2025-04-05 17:49:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 17:50:00+00:00,0.6512,0.6512,0.6512,0.6512,0.0,2025-04-05 17:54:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 17:55:00+00:00,0.6512,0.6512,0.6512,0.6512,0.0,2025-04-05 17:59:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:00:00+00:00,0.6512,0.6512,0.6512,0.6512,0.0,2025-04-05 18:04:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:05:00+00:00,0.6512,0.6512,0.6512,0.6512,0.0,2025-04-05 18:09:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:10:00+00:00,0.6522,0.6529,0.6522,0.6529,252.5,2025-04-05 18:14:59.999000+00:00,164.77529,16,0.0,0.0
2025-04-05 18:15:00+00:00,0.653,0.653,0.653,0.653,12.8,2025-04-05 18:19:59.999000+00:00,8.3584,2,0.0,0.0
2025-04-05 18:20:00+00:00,0.653,0.653,0.653,0.653,0.0,2025-04-05 18:24:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:25:00+00:00,0.653,0.653,0.653,0.653,0.0,2025-04-05 18:29:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:30:00+00:00,0.653,0.653,0.653,0.653,0.0,2025-04-05 18:34:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:35:00+00:00,0.6523,0.6523,0.6523,0.6523,15.3,2025-04-05 18:39:59.999000+00:00,9.98019,1,15.3,9.98019
2025-04-05 18:40:00+00:00,0.6523,0.6523,0.6523,0.6523,0.0,2025-04-05 18:44:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:45:00+00:00,0.6523,0.6523,0.6523,0.6523,0.0,2025-04-05 18:49:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:50:00+00:00,0.6523,0.6523,0.6523,0.6523,0.0,2025-04-05 18:54:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 18:55:00+00:00,0.6523,0.6523,0.6523,0.6523,0.0,2025-04-05 18:59:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 19:00:00+00:00,0.6522,0.6522,0.6522,0.6522,76.5,2025-04-05 19:04:59.999000+00:00,49.8933,1,76.5,49.8933
2025-04-05 19:05:00+00:00,0.652,0.652,0.652,0.652,2.4,2025-04-05 19:09:59.999000+00:00,1.5648,1,2.4,1.5648
2025-04-05 19:10:00+00:00,0.652,0.652,0.652,0.652,0.0,2025-04-05 19:14:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 19:15:00+00:00,0.652,0.652,0.652,0.652,0.0,2025-04-05 19:19:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 19:20:00+00:00,0.6508,0.6508,0.6508,0.6508,5.5,2025-04-05 19:24:59.999000+00:00,3.5794,1,5.5,3.5794
2025-04-05 19:25:00+00:00,0.6497,0.6497,0.649,0.649,95.4,2025-04-05 19:29:59.999000+00:00,61.93384,3,95.4,61.93384
2025-04-05 19:30:00+00:00,0.649,0.649,0.649,0.649,0.0,2025-04-05 19:34:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 19:35:00+00:00,0.6498,0.6498,0.6498,0.6498,1.8,2025-04-05 19:39:59.999000+00:00,1.16964,1,1.8,1.16964
2025-04-05 19:40:00+00:00,0.6483,0.6483,0.6483,0.6483,29.9,2025-04-05 19:44:59.999000+00:00,19.38417,1,29.9,19.38417
2025-04-05 19:45:00+00:00,0.6479,0.6479,0.6462,0.6462,958.0,2025-04-05 19:49:59.999000+00:00,620.2054,9,178.0,115.0774
2025-04-05 19:50:00+00:00,0.647,0.647,0.647,0.647,3.3,2025-04-05 19:54:59.999000+00:00,2.1351,1,3.3,2.1351
2025-04-05 19:55:00+00:00,0.647,0.647,0.647,0.647,0.0,2025-04-05 19:59:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:00:00+00:00,0.6472,0.6472,0.6472,0.6472,4.7,2025-04-05 20:04:59.999000+00:00,3.04184,1,4.7,3.04184
2025-04-05 20:05:00+00:00,0.6474,0.6474,0.6474,0.6474,3.4,2025-04-05 20:09:59.999000+00:00,2.20116,1,3.4,2.20116
2025-04-05 20:10:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:14:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:15:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:19:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:20:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:24:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:25:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:29:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:30:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:34:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:35:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:39:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 20:40:00+00:00,0.6459,0.6459,0.6458,0.6458,272.9,2025-04-05 20:44:59.999000+00:00,176.2642,2,19.1,12.33478
2025-04-05 20:45:00+00:00,0.6471,0.6471,0.6471,0.6471,389.6,2025-04-05 20:49:59.999000+00:00,252.11016,1,0.0,0.0
2025-04-05 20:50:00+00:00,0.6474,0.6474,0.6474,0.6474,2.8,2025-04-05 20:54:59.999000+00:00,1.81272,1,2.8,1.81272
2025-04-05 20:55:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 20:59:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:00:00+00:00,0.6474,0.6474,0.6474,0.6474,0.0,2025-04-05 21:04:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:05:00+00:00,0.6481,0.6481,0.6481,0.6481,8.6,2025-04-05 21:09:59.999000+00:00,5.57366,1,0.0,0.0
2025-04-05 21:10:00+00:00,0.6495,0.6495,0.6495,0.6495,21.9,2025-04-05 21:14:59.999000+00:00,14.22405,1,0.0,0.0
2025-04-05 21:15:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:19:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:20:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:24:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:25:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:29:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:30:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:34:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:35:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:39:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:40:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:44:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:45:00+00:00,0.6495,0.6495,0.6495,0.6495,0.0,2025-04-05 21:49:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 21:50:00+00:00,0.6478,0.6478,0.6478,0.6478,3076.9,2025-04-05 21:54:59.999000+00:00,1993.21582,2,3076.9,1993.21582
2025-04-05 21:55:00+00:00,0.6478,0.6478,0.6478,0.6478,0.0,2025-04-05 21:59:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 22:00:00+00:00,0.6478,0.6478,0.6478,0.6478,0.0,2025-04-05 22:04:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 22:05:00+00:00,0.6492,0.6502,0.6492,0.6502,517.0,2025-04-05 22:09:59.999000+00:00,335.6691,2,0.0,0.0
2025-04-05 22:10:00+00:00,0.6503,0.6505,0.6503,0.6505,11.5,2025-04-05 22:14:59.999000+00:00,7.48013,2,0.0,0.0
2025-04-05 22:15:00+00:00,0.6505,0.6505,0.6505,0.6505,0.0,2025-04-05 22:19:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 22:20:00+00:00,0.6485,0.6485,0.6485,0.6485,2.8,2025-04-05 22:24:59.999000+00:00,1.8158,1,0.0,0.0
2025-04-05 22:25:00+00:00,0.6485,0.6485,0.6485,0.6485,0.0,2025-04-05 22:29:59.999000+00:00,0.0,0,0.0,0.0
2025-04-05 22:30:00+00:00,0.6485,0.6485,0.6485,0.6485,0.0,2025-04-05 22:34:59.999000+00:00,0.0,0,0.0,0.0
