Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2025-01-09 00:00:00+00:00,198.07,198.99,182.99,186.2,5170.333,2025-01-09 23:59:59.999000+00:00,978339.35925,2414,1744.763,331530.9077
2025-01-10 00:00:00+00:00,186.13,192.87,183.76,187.68,3917.962,2025-01-10 23:59:59.999000+00:00,737402.9415,2182,1544.274,292473.70622
2025-01-11 00:00:00+00:00,187.68,191.68,184.29,188.1,2400.547,2025-01-11 23:59:59.999000+00:00,450991.12898,881,1420.229,267248.37217
2025-01-12 00:00:00+00:00,188.03,190.77,185.4,188.57,1507.581,2025-01-12 23:59:59.999000+00:00,283200.13268,726,921.777,173521.56425
2025-01-13 00:00:00+00:00,188.47,191.81,170.0,182.92,8830.278,2025-01-13 23:59:59.999000+00:00,1600263.75406,2983,1442.189,260852.50873
2025-01-14 00:00:00+00:00,183.14,189.99,182.06,187.7,2436.988,2025-01-14 23:59:59.999000+00:00,452654.09956,992,1191.256,222304.39831
2025-01-15 00:00:00+00:00,187.6,205.85,186.0,205.85,8318.585,2025-01-15 23:59:59.999000+00:00,1636257.10665,2347,5884.301,1155238.95401
2025-01-16 00:00:00+00:00,205.89,216.94,198.64,210.86,9797.915,2025-01-16 23:59:59.999000+00:00,2049777.54491,4043,6557.742,1373241.59802
2025-01-17 00:00:00+00:00,211.27,221.75,210.07,219.64,9092.721,2025-01-17 23:59:59.999000+00:00,1977521.10216,2652,4900.784,1068796.3702
2025-01-18 00:00:00+00:00,219.64,267.0,217.52,261.56,28177.139,2025-01-18 23:59:59.999000+00:00,6926576.104392,14006,20238.131,4988868.550082
2025-01-19 00:00:00+00:00,262.07,294.94,238.26,253.54,39279.106,2025-01-19 23:59:59.999000+00:00,10545526.847376,22256,19951.298,5371892.431456
2025-01-20 00:00:00+00:00,253.54,272.96,231.46,241.88,20662.059,2025-01-20 23:59:59.999000+00:00,5159406.42719,13481,7989.25,1987676.71472
2025-01-21 00:00:00+00:00,241.95,259.74,231.44,250.56,7406.654,2025-01-21 23:59:59.999000+00:00,1808288.30759,7606,3201.484,787598.41334
2025-01-22 00:00:00+00:00,250.57,271.77,249.0,257.82,8422.387,2025-01-22 23:59:59.999000+00:00,2189190.87996,4655,4601.947,1201268.04059
2025-01-23 00:00:00+00:00,256.9,265.18,242.41,253.78,7945.419,2025-01-23 23:59:59.999000+00:00,1988362.21129,5800,4718.452,1182503.50815
2025-01-24 00:00:00+00:00,253.03,269.87,247.47,253.65,8102.646,2025-01-24 23:59:59.999000+00:00,2113532.49689,3722,4256.396,1109190.75497
2025-01-25 00:00:00+00:00,253.37,260.7,246.57,255.87,5651.749,2025-01-25 23:59:59.999000+00:00,1422561.001,1865,3749.528,941466.02815
2025-01-26 00:00:00+00:00,255.98,259.8,240.65,240.65,3660.937,2025-01-26 23:59:59.999000+00:00,923752.09905,2085,1676.256,427701.17338
2025-01-27 00:00:00+00:00,240.63,242.51,221.44,235.22,12035.742,2025-01-27 23:59:59.999000+00:00,2802198.69545,5209,4700.102,1101459.49077
